rank,sector,group,ticker_a,ticker_b,latest_corr,min_corr,std_corr,passed_stage_a,pvalue_ab,pvalue_ba,cointegrated,hedge_ratio,n_crossings,passed_stage_b
1871,Consumer Cyclical,Apparel Retail,ROST,CRI,0.2571140355206309,0.2287150917730338,0.0144673732723625,False,,,,,-1.0,False
1872,Consumer Cyclical,Apparel Retail,BURL,LULU,0.3283785913424799,0.3215296377932023,0.0209002353810929,False,,,,,-1.0,False
1873,Consumer Cyclical,Apparel Retail,BURL,GAP,0.6894385122838476,0.5505718439613496,0.0591598279817695,False,,,,,-1.0,False
1874,Consumer Cyclical,Apparel Retail,BURL,URBN,0.4449848971834246,0.3776965543381483,0.0264005212089968,False,,,,,-1.0,False
1875,Consumer Cyclical,Apparel Retail,BURL,BOOT,0.3543280009998882,0.3543280009998882,0.0162461183013933,False,,,,,-1.0,False
1876,Consumer Cyclical,Apparel Retail,BURL,ANF,0.2874062407499073,0.2874062407499073,0.0212759660761687,False,,,,,-1.0,False
1877,Consumer Cyclical,Apparel Retail,BURL,AEO,0.6011259083568018,0.421739273191318,0.06544266326683,False,,,,,-1.0,False
1878,Consumer Cyclical,Apparel Retail,BURL,BKE,0.0903248423407437,0.0903248423407437,0.0196349051020842,False,,,,,-1.0,False
1879,Consumer Cyclical,Apparel Retail,BURL,CRI,0.2990439319639728,0.2573293230736113,0.0171927744215422,False,,,,,-1.0,False
1880,Consumer Cyclical,Apparel Retail,LULU,GAP,0.3699188646395782,0.2919220268269571,0.0325124769043796,False,,,,,-1.0,False
1881,Consumer Cyclical,Apparel Retail,LULU,URBN,0.3439580998858286,0.3002694766190392,0.0235455859715796,False,,,,,-1.0,False
1882,Consumer Cyclical,Apparel Retail,LULU,BOOT,0.2482781475533092,0.2213587635413962,0.0161409923586096,False,,,,,-1.0,False
1883,Consumer Cyclical,Apparel Retail,LULU,ANF,0.4050785375811318,0.3456582317327012,0.0378762747167888,False,,,,,-1.0,False
1884,Consumer Cyclical,Apparel Retail,LULU,AEO,0.345303458601785,0.345303458601785,0.0288071803287017,False,,,,,-1.0,False
1885,Consumer Cyclical,Apparel Retail,LULU,BKE,0.2942098331960724,0.2605610898860909,0.0269443777532053,False,,,,,-1.0,False
1886,Consumer Cyclical,Apparel Retail,LULU,CRI,0.3973729096099008,0.3476945715168017,0.0171817466201126,False,,,,,-1.0,False
1887,Consumer Cyclical,Apparel Retail,GAP,URBN,0.5363310408860619,0.5198086936431427,0.0109101441961965,False,,,,,-1.0,False
1888,Consumer Cyclical,Apparel Retail,GAP,BOOT,0.4315812247064657,0.3786926982242994,0.0218432644880523,False,,,,,-1.0,False
1889,Consumer Cyclical,Apparel Retail,GAP,ANF,0.5288114740210205,0.5288114740210205,0.0078319971970435,False,,,,,-1.0,False
1890,Consumer Cyclical,Apparel Retail,GAP,BKE,0.3480232867335232,0.3333404311091599,0.0109815823641743,False,,,,,-1.0,False
1891,Consumer Cyclical,Apparel Retail,GAP,CRI,0.4160678150852304,0.3710096510286339,0.0222184040780877,False,,,,,-1.0,False
1892,Consumer Cyclical,Apparel Retail,URBN,BOOT,0.4895118136082692,0.4895118136082692,0.0103132801495888,False,,,,,-1.0,False
1893,Consumer Cyclical,Apparel Retail,URBN,ANF,0.5215349388172466,0.5117966888658584,0.0104606801546155,False,,,,,-1.0,False
1894,Consumer Cyclical,Apparel Retail,URBN,AEO,0.4845363637235366,0.4792353239074761,0.0162693297612287,False,,,,,-1.0,False
1895,Consumer Cyclical,Apparel Retail,URBN,BKE,0.3893709544820223,0.3865875064505359,0.008727586492878,False,,,,,-1.0,False
1896,Consumer Cyclical,Apparel Retail,URBN,CRI,0.4242084100143176,0.4155286609201959,0.0089398703376715,False,,,,,-1.0,False
1897,Consumer Cyclical,Apparel Retail,BOOT,ANF,0.3030247757143475,0.3030247757143475,0.0153220464304125,False,,,,,-1.0,False
1898,Consumer Cyclical,Apparel Retail,BOOT,AEO,0.2436820385149421,0.2436820385149421,0.0324038691186683,False,,,,,-1.0,False
1899,Consumer Cyclical,Apparel Retail,BOOT,BKE,0.431512826034824,0.431512826034824,0.0102521054999365,False,,,,,-1.0,False
1900,Consumer Cyclical,Apparel Retail,BOOT,CRI,0.3583247217788672,0.2883374461839036,0.0204549072222269,False,,,,,-1.0,False
1901,Consumer Cyclical,Apparel Retail,ANF,AEO,0.5117358966136144,0.4898043750686377,0.0181875055730432,False,,,,,-1.0,False
1902,Consumer Cyclical,Apparel Retail,ANF,BKE,0.4483685385143251,0.3998486957495305,0.0216712656856489,False,,,,,-1.0,False
1903,Consumer Cyclical,Apparel Retail,ANF,CRI,0.4609329298002248,0.441857962336168,0.0133232152090049,False,,,,,-1.0,False
1904,Consumer Cyclical,Apparel Retail,AEO,BKE,0.1863150533806485,0.1767468344292932,0.0066354871164522,False,,,,,-1.0,False
1905,Consumer Cyclical,Apparel Retail,AEO,CRI,0.4264956025973971,0.3570080240722793,0.0294353929626084,False,,,,,-1.0,False
1906,Consumer Cyclical,Apparel Retail,BKE,CRI,0.3727540527953427,0.3455796743115631,0.0174540370362207,False,,,,,-1.0,False
1907,Consumer Cyclical,Travel Services,BKNG,ABNB,0.6206800399167755,0.5393547146585518,0.0361581641190677,False,,,,,-1.0,False
1908,Consumer Cyclical,Travel Services,BKNG,RCL,0.4995938474947884,0.3948856360374375,0.0420463736015945,False,,,,,-1.0,False
1909,Consumer Cyclical,Travel Services,BKNG,VIK,0.2804678074534811,0.2804678074534811,0.0206122694070901,False,,,,,-1.0,False
1910,Consumer Cyclical,Travel Services,BKNG,CCL,0.4705725888094053,0.3937027952342544,0.0300319652533358,False,,,,,-1.0,False
1911,Consumer Cyclical,Travel Services,BKNG,NCLH,0.5019930013767492,0.460409412547007,0.0253444126742778,False,,,,,-1.0,False
1912,Consumer Cyclical,Travel Services,BKNG,GBTG,-0.0535332097685825,-0.0535332097685825,0.0205222095036556,False,,,,,-1.0,False
1913,Consumer Cyclical,Travel Services,BKNG,MMYT,0.5733088995473038,0.5619767278806019,0.0229573045771861,False,,,,,-1.0,False
1914,Consumer Cyclical,Travel Services,BKNG,TNL,0.5078664174289437,0.4566363144984687,0.0190092814585185,False,,,,,-1.0,False
1915,Consumer Cyclical,Travel Services,ABNB,RCL,0.4198808963904467,0.4198808963904467,0.0336457107461229,False,,,,,-1.0,False
1916,Consumer Cyclical,Travel Services,ABNB,VIK,0.2306222747653081,0.2306222747653081,0.0674256401378802,False,,,,,-1.0,False
1917,Consumer Cyclical,Travel Services,ABNB,CCL,0.5228122946005503,0.5164846924724904,0.0140897580681846,False,,,,,-1.0,False
1918,Consumer Cyclical,Travel Services,ABNB,EXPE,0.6626018969037976,0.5174321630094643,0.0528084742998768,False,,,,,-1.0,False
1919,Consumer Cyclical,Travel Services,ABNB,NCLH,0.5027009365622904,0.5027009365622904,0.0321149520161656,False,,,,,-1.0,False
1920,Consumer Cyclical,Travel Services,ABNB,GBTG,-0.0798168492068219,-0.0798168492068219,0.0265498163438132,False,,,,,-1.0,False
1921,Consumer Cyclical,Travel Services,ABNB,MMYT,0.6445120074189402,0.5339792554456956,0.0367805007498107,False,,,,,-1.0,False
1922,Consumer Cyclical,Travel Services,ABNB,TNL,0.2150520992205366,0.2150520992205366,0.0262110010025761,False,,,,,-1.0,False
1923,Consumer Cyclical,Travel Services,RCL,VIK,0.6099805589459911,0.6099805589459911,0.0297017610167666,False,,,,,-1.0,False
1924,Consumer Cyclical,Travel Services,RCL,EXPE,0.4357317283200961,0.3277137288436372,0.0544256978287343,False,,,,,-1.0,False
1925,Consumer Cyclical,Travel Services,RCL,GBTG,-0.0788459628704292,-0.0788459628704292,0.0142118032948403,False,,,,,-1.0,False
1926,Consumer Cyclical,Travel Services,RCL,MMYT,0.4484100213340656,0.421090869473156,0.0478461576548904,False,,,,,-1.0,False
1927,Consumer Cyclical,Travel Services,RCL,TNL,0.4291691110642244,0.4291691110642244,0.0187482672527166,False,,,,,-1.0,False
1928,Consumer Cyclical,Travel Services,VIK,CCL,0.6321281740146611,0.6321281740146611,0.0345784140037808,False,,,,,-1.0,False
1929,Consumer Cyclical,Travel Services,VIK,EXPE,0.2942404102561588,0.2916118832034364,0.027265213882552,False,,,,,-1.0,False
1930,Consumer Cyclical,Travel Services,VIK,NCLH,0.5423440734201924,0.5423440734201924,0.029968278334406,False,,,,,-1.0,False
1931,Consumer Cyclical,Travel Services,VIK,GBTG,-0.1366200597002707,-0.1366200597002707,0.0245360175062304,False,,,,,-1.0,False
1932,Consumer Cyclical,Travel Services,VIK,MMYT,0.3763460401574872,0.3692527865181523,0.0619182424872256,False,,,,,-1.0,False
1933,Consumer Cyclical,Travel Services,VIK,TNL,0.4673492784166511,0.4673492784166511,0.0305728117629175,False,,,,,-1.0,False
1934,Consumer Cyclical,Travel Services,CCL,EXPE,0.4299319529478482,0.3119356768324397,0.0433423964704538,False,,,,,-1.0,False
1935,Consumer Cyclical,Travel Services,CCL,GBTG,-0.1092643543904204,-0.1092643543904204,0.0143280498083235,False,,,,,-1.0,False
1936,Consumer Cyclical,Travel Services,CCL,MMYT,0.5190586328055468,0.4903321724315648,0.0246260005180766,False,,,,,-1.0,False
1937,Consumer Cyclical,Travel Services,CCL,TNL,0.5603283087717272,0.5603283087717272,0.0105312181967384,False,,,,,-1.0,False
1938,Consumer Cyclical,Travel Services,EXPE,NCLH,0.4829962059271334,0.391693937600449,0.0422163077433427,False,,,,,-1.0,False
1939,Consumer Cyclical,Travel Services,EXPE,GBTG,-0.0417398769437979,-0.0417398769437979,0.018019727107514,False,,,,,-1.0,False
1940,Consumer Cyclical,Travel Services,EXPE,MMYT,0.4974412273746556,0.4455464709544476,0.0216780064969595,False,,,,,-1.0,False
1941,Consumer Cyclical,Travel Services,EXPE,TNL,0.3687698115374832,0.3034744714583259,0.0238239225970322,False,,,,,-1.0,False
1942,Consumer Cyclical,Travel Services,NCLH,GBTG,-0.315090719641576,-0.315090719641576,0.0276369419694308,False,,,,,-1.0,False
1943,Consumer Cyclical,Travel Services,NCLH,MMYT,0.4537258460721451,0.4537258460721451,0.033933729132788,False,,,,,-1.0,False
1944,Consumer Cyclical,Travel Services,NCLH,TNL,0.4727245028723263,0.4727245028723263,0.0338184288534956,False,,,,,-1.0,False
1945,Consumer Cyclical,Travel Services,GBTG,MMYT,-0.0528711131419725,-0.0561137879007175,0.020967294593844,False,,,,,-1.0,False
1946,Consumer Cyclical,Travel Services,GBTG,TNL,-0.0482878346373379,-0.0482878346373379,0.0139537626494605,False,,,,,-1.0,False
1947,Consumer Cyclical,Travel Services,MMYT,TNL,0.3329001982598809,0.3329001982598809,0.0305488998191028,False,,,,,-1.0,False
1948,Consumer Cyclical,Lodging,MAR,WH,0.3713080320932229,0.3508440406422942,0.0158220726166362,False,,,,,-1.0,False
1949,Consumer Cyclical,Lodging,MAR,CHH,0.2382665910919185,0.2373450816424035,0.0064606602670324,False,,,,,-1.0,False
1950,Consumer Cyclical,Lodging,HLT,WH,0.346909668005202,0.3132204477657696,0.0233779965253944,False,,,,,-1.0,False
1951,Consumer Cyclical,Lodging,HLT,CHH,0.187440633351979,0.187440633351979,0.0119599713626682,False,,,,,-1.0,False
1952,Consumer Cyclical,Lodging,H,WH,0.3746900379086783,0.3506650401084387,0.0132576001470708,False,,,,,-1.0,False
1953,Consumer Cyclical,Lodging,H,CHH,0.2142771534897099,0.2142771534897099,0.0047903739193797,False,,,,,-1.0,False
1954,Consumer Cyclical,Auto Parts (1),ORLY,AZO,0.6817238082126605,0.5866455194031843,0.0341723597372811,False,,,,,-1.0,False
1955,Consumer Cyclical,Auto Parts (1),ORLY,GPC,0.2327587920839965,0.2251843305853523,0.05395881316304,False,,,,,-1.0,False
1956,Consumer Cyclical,Auto Parts (1),ORLY,MOD,-0.0711293303170477,-0.1378664555291293,0.0215395992276916,False,,,,,-1.0,False
1957,Consumer Cyclical,Auto Parts (1),ORLY,LKQ,0.3621131461077957,0.357637597737359,0.0258039554881679,False,,,,,-1.0,False
1958,Consumer Cyclical,Auto Parts (1),ORLY,DORM,0.2259642236665793,0.158872871263795,0.0272604014536311,False,,,,,-1.0,False
1959,Consumer Cyclical,Auto Parts (1),ORLY,AAP,0.5382205772867158,0.4535739258553521,0.0319525586170283,False,,,,,-1.0,False
1960,Consumer Cyclical,Auto Parts (1),ORLY,GT,0.0846659546385976,0.0846659546385976,0.0747807887582605,False,,,,,-1.0,False
1961,Consumer Cyclical,Auto Parts (1),AZO,GPC,0.3085215350620006,0.2719437477722817,0.0556409764621636,False,,,,,-1.0,False
1962,Consumer Cyclical,Auto Parts (1),AZO,MOD,-0.1863237497155251,-0.1906345340057275,0.0532668296269409,False,,,,,-1.0,False
1963,Consumer Cyclical,Auto Parts (1),AZO,LKQ,0.3134745734010248,0.2837705608924734,0.0130632253032876,False,,,,,-1.0,False
1964,Consumer Cyclical,Auto Parts (1),AZO,DORM,0.2449540740432767,0.1820946287491908,0.030571189246399,False,,,,,-1.0,False
1965,Consumer Cyclical,Auto Parts (1),AZO,AAP,0.5345125315014825,0.453112470750655,0.028122725161573,False,,,,,-1.0,False
1966,Consumer Cyclical,Auto Parts (1),AZO,GT,0.0912649990625558,0.0846327316259306,0.0597457802235961,False,,,,,-1.0,False
1967,Consumer Cyclical,Auto Parts (1),GPC,MOD,0.0581070077404746,0.0581070077404746,0.0968957246724502,False,,,,,-1.0,False
1968,Consumer Cyclical,Auto Parts (1),GPC,LKQ,0.5391775302021778,0.516743331820257,0.0264576105180837,False,,,,,-1.0,False
1969,Consumer Cyclical,Auto Parts (1),GPC,DORM,0.4729202951257293,0.4516410559682319,0.0160987918583882,False,,,,,-1.0,False
1970,Consumer Cyclical,Auto Parts (1),GPC,AAP,0.4082897463367464,0.4082897463367464,0.0643270154440053,False,,,,,-1.0,False
1971,Consumer Cyclical,Auto Parts (1),GPC,GT,0.4214034625616921,0.4120304142944203,0.0300493204329851,False,,,,,-1.0,False
1972,Consumer Cyclical,Auto Parts (1),MOD,LKQ,0.07657335201732,0.07657335201732,0.0354577111702975,False,,,,,-1.0,False
1973,Consumer Cyclical,Auto Parts (1),MOD,DORM,0.296995567921395,0.296995567921395,0.0525653158482708,False,,,,,-1.0,False
1974,Consumer Cyclical,Auto Parts (1),MOD,AAP,-0.0392683988752197,-0.0518255421253337,0.0376661079691488,False,,,,,-1.0,False
1975,Consumer Cyclical,Auto Parts (1),MOD,GT,0.0041324350317359,0.0041324350317359,0.0618141401850941,False,,,,,-1.0,False
1976,Consumer Cyclical,Auto Parts (1),LKQ,DORM,0.456730442503599,0.4406273107435013,0.0183915754949521,False,,,,,-1.0,False
1977,Consumer Cyclical,Auto Parts (1),LKQ,AAP,0.4283185127632455,0.4283185127632455,0.0366370871759423,False,,,,,-1.0,False
1978,Consumer Cyclical,Auto Parts (1),LKQ,GT,0.3780045402297561,0.3780045402297561,0.0305863109475488,False,,,,,-1.0,False
1979,Consumer Cyclical,Auto Parts (1),DORM,AAP,0.286851236603713,0.286851236603713,0.0305238291654782,False,,,,,-1.0,False
1980,Consumer Cyclical,Auto Parts (1),DORM,GT,0.4745906640966454,0.4504809431994666,0.0240862934048092,False,,,,,-1.0,False
1981,Consumer Cyclical,Auto Parts (1),AAP,GT,0.3162521028031922,0.3162521028031922,0.0732027666571159,False,,,,,-1.0,False
1982,Consumer Cyclical,Auto Parts (2),BWA,ALSN,0.4219683012912766,0.4219683012912766,0.0178353454056271,False,,,,,-1.0,False
1983,Consumer Cyclical,Auto Parts (2),BWA,GTX,0.6158863062371257,0.5427058938158293,0.0295040049767224,False,,,,,-1.0,False
1984,Consumer Cyclical,Auto Parts (2),BWA,QS,0.3867299309861725,0.3867299309861725,0.0162328327253979,False,,,,,-1.0,False
1985,Consumer Cyclical,Auto Parts (2),BWA,ATMU,0.346775485791,0.3296411900161265,0.0145509985661818,False,,,,,-1.0,False
1986,Consumer Cyclical,Auto Parts (2),BWA,DAN,0.4659940703482207,0.4183601788221587,0.0239498928952088,False,,,,,-1.0,False
1987,Consumer Cyclical,Auto Parts (2),BWA,PHIN,0.601787723847885,0.5853252683258521,0.0146740860994131,False,,,,,-1.0,False
1988,Consumer Cyclical,Auto Parts (2),ALSN,GTX,0.4265790221327382,0.4265790221327382,0.0310965274481073,False,,,,,-1.0,False
1989,Consumer Cyclical,Auto Parts (2),ALSN,QS,0.0745791838076064,0.0745791838076064,0.0375949228552477,False,,,,,-1.0,False
1990,Consumer Cyclical,Auto Parts (2),ALSN,ATMU,0.5196422313190593,0.512830900798089,0.005406536266647,False,,,,,-1.0,False
1991,Consumer Cyclical,Auto Parts (2),ALSN,DAN,0.3915274877942705,0.3915274877942705,0.0184915283207744,False,,,,,-1.0,False
1992,Consumer Cyclical,Auto Parts (2),ALSN,PHIN,0.4305258424702863,0.4305258424702863,0.0315271924626916,False,,,,,-1.0,False
1993,Consumer Cyclical,Auto Parts (2),GTX,QS,0.3300294737251267,0.3194418379234782,0.0036802343490143,False,,,,,-1.0,False
1994,Consumer Cyclical,Auto Parts (2),GTX,ATMU,0.3863699917154604,0.3735673984317768,0.0116886545118364,False,,,,,-1.0,False
1995,Consumer Cyclical,Auto Parts (2),GTX,DAN,0.2526515919980163,0.1944617264527132,0.0283221805708391,False,,,,,-1.0,False
1996,Consumer Cyclical,Auto Parts (2),GTX,PHIN,0.4035206023269499,0.3579791736594447,0.0225603801269011,False,,,,,-1.0,False
1997,Consumer Cyclical,Auto Parts (2),QS,ATMU,0.0117401631266128,0.0117401631266128,0.0447736861938498,False,,,,,-1.0,False
1998,Consumer Cyclical,Auto Parts (2),QS,DAN,0.0902427495973119,0.0902427495973119,0.0274504831455,False,,,,,-1.0,False
1999,Consumer Cyclical,Auto Parts (2),QS,PHIN,0.1180642706281953,0.1180642706281953,0.0339644979145509,False,,,,,-1.0,False
2000,Consumer Cyclical,Auto Parts (2),ATMU,DAN,0.3360528654924376,0.3332137545518336,0.0130913512543813,False,,,,,-1.0,False
2001,Consumer Cyclical,Auto Parts (2),ATMU,PHIN,0.3811271398077321,0.3716351138949955,0.0096868998560152,False,,,,,-1.0,False
2002,Consumer Cyclical,Auto Parts (2),DAN,PHIN,0.5148375117771751,0.5056583998595108,0.0144195860970163,False,,,,,-1.0,False
2003,Consumer Cyclical,Auto Parts (3),APTV,ALV,0.4275945625757227,0.373202497842817,0.0178812553845466,False,,,,,-1.0,False
2004,Consumer Cyclical,Auto Parts (3),APTV,LEA,0.4898333120220038,0.4456205802786948,0.0161341661078456,False,,,,,-1.0,False
2005,Consumer Cyclical,Auto Parts (3),APTV,GNTX,0.5389689381800826,0.4876091478348354,0.0175478624739634,False,,,,,-1.0,False
2006,Consumer Cyclical,Auto Parts (3),APTV,VC,0.3619685888639493,0.3002024250229164,0.019963065091753,False,,,,,-1.0,False
2007,Consumer Cyclical,Auto Parts (3),APTV,ADNT,0.3943867176934288,0.326247729442108,0.0240467040616699,False,,,,,-1.0,False
2008,Consumer Cyclical,Auto Parts (3),ALV,GNTX,0.6132690223586332,0.6098571746567947,0.0130514798388325,False,,,,,-1.0,False
2009,Consumer Cyclical,Auto Parts (3),ALV,VC,0.6142756870112608,0.6033541675491682,0.0250083894020037,False,,,,,-1.0,False
2010,Consumer Cyclical,Auto Parts (3),LEA,GNTX,0.6382511603136766,0.6382511603136766,0.0093458898700119,False,,,,,-1.0,False
2011,Consumer Cyclical,Auto Parts (3),LEA,VC,0.6065614951766929,0.579260558805336,0.0259120116363383,False,,,,,-1.0,False
2012,Consumer Cyclical,Auto Parts (3),GNTX,VC,0.5247422118157763,0.5245559513685237,0.046126768791868,False,,,,,-1.0,False
2013,Consumer Cyclical,Auto Parts (3),GNTX,ADNT,0.5667322912258587,0.5575644685951155,0.0175462091286192,False,,,,,-1.0,False
2014,Consumer Cyclical,Auto Parts (3),VC,ADNT,0.586537769978321,0.5054736676012335,0.0346158753716334,False,,,,,-1.0,False
2015,Consumer Cyclical,Auto & Truck Dealerships,CVNA,PAG,0.3194724317941018,0.3194724317941018,0.064022831365575,False,,,,,-1.0,False
2016,Consumer Cyclical,Auto & Truck Dealerships,CVNA,AN,0.3074600620087585,0.3074600620087585,0.0240925324792894,False,,,,,-1.0,False
2017,Consumer Cyclical,Auto & Truck Dealerships,CVNA,LAD,0.4372616675402201,0.4372616675402201,0.0293164960196878,False,,,,,-1.0,False
2018,Consumer Cyclical,Auto & Truck Dealerships,CVNA,KMX,0.1822370344651049,0.1822370344651049,0.0407720451204321,False,,,,,-1.0,False
2019,Consumer Cyclical,Auto & Truck Dealerships,CVNA,RUSHA,0.3081428283422748,0.2822046140896238,0.0148816124583938,False,,,,,-1.0,False
2020,Consumer Cyclical,Auto & Truck Dealerships,CVNA,VVV,0.2259760519229214,0.2259760519229214,0.0366174949680061,False,,,,,-1.0,False
2021,Consumer Cyclical,Auto & Truck Dealerships,CVNA,GPI,0.3548966716760742,0.2711971183988038,0.0312309850568875,False,,,,,-1.0,False
2022,Consumer Cyclical,Auto & Truck Dealerships,CVNA,ABG,0.3581007085847222,0.3494388589700007,0.0178015345568253,False,,,,,-1.0,False
2023,Consumer Cyclical,Auto & Truck Dealerships,CVNA,CARG,0.3612426769063964,0.229851231949036,0.0432346092986881,False,,,,,-1.0,False
2024,Consumer Cyclical,Auto & Truck Dealerships,CVNA,SAH,0.2719067999218594,0.2639444632455774,0.0128119828653938,False,,,,,-1.0,False
2025,Consumer Cyclical,Auto & Truck Dealerships,CVNA,DRVN,0.2914892929064439,0.2879372761273424,0.0113663610209592,False,,,,,-1.0,False
2026,Consumer Cyclical,Auto & Truck Dealerships,PAG,KMX,0.3251378295419658,0.3251378295419658,0.0235833088840139,False,,,,,-1.0,False
2027,Consumer Cyclical,Auto & Truck Dealerships,PAG,RUSHA,0.4106585342615944,0.4106585342615944,0.0104813346425635,False,,,,,-1.0,False
2028,Consumer Cyclical,Auto & Truck Dealerships,PAG,VVV,0.3874162833188979,0.3874162833188979,0.0320010056403904,False,,,,,-1.0,False
2029,Consumer Cyclical,Auto & Truck Dealerships,PAG,CARG,0.0476403841085643,0.0476403841085643,0.0309450248632891,False,,,,,-1.0,False
2030,Consumer Cyclical,Auto & Truck Dealerships,PAG,SAH,0.6747481703420364,0.6332724951757682,0.0160941516396699,False,,,,,-1.0,False
2031,Consumer Cyclical,Auto & Truck Dealerships,PAG,DRVN,0.2153591810787003,0.2153591810787003,0.0346939251066495,False,,,,,-1.0,False
2032,Consumer Cyclical,Auto & Truck Dealerships,AN,KMX,0.380421027998772,0.380421027998772,0.0115861210574904,False,,,,,-1.0,False
2033,Consumer Cyclical,Auto & Truck Dealerships,AN,RUSHA,0.5835108373625014,0.5533884054119046,0.0222560023861478,False,,,,,-1.0,False
2034,Consumer Cyclical,Auto & Truck Dealerships,AN,VVV,0.52236966408513,0.52236966408513,0.0145592460197579,False,,,,,-1.0,False
2035,Consumer Cyclical,Auto & Truck Dealerships,AN,CARG,0.2235312451810204,0.1802884317739567,0.0220877363568085,False,,,,,-1.0,False
2036,Consumer Cyclical,Auto & Truck Dealerships,AN,DRVN,0.2898987687106791,0.2898987687106791,0.0230379322493543,False,,,,,-1.0,False
2037,Consumer Cyclical,Auto & Truck Dealerships,LAD,KMX,0.3809238322067233,0.3809238322067233,0.0240160505176384,False,,,,,-1.0,False
2038,Consumer Cyclical,Auto & Truck Dealerships,LAD,RUSHA,0.4280563790072171,0.4027288160436651,0.0283839077205458,False,,,,,-1.0,False
2039,Consumer Cyclical,Auto & Truck Dealerships,LAD,VVV,0.458215314541868,0.458215314541868,0.0097342179851505,False,,,,,-1.0,False
2040,Consumer Cyclical,Auto & Truck Dealerships,LAD,GPI,0.7245363376350905,0.5961627073431469,0.0450462902733692,False,,,,,-1.0,False
2041,Consumer Cyclical,Auto & Truck Dealerships,LAD,CARG,0.3141565282787765,0.178667594846681,0.0462273282857603,False,,,,,-1.0,False
2042,Consumer Cyclical,Auto & Truck Dealerships,LAD,SAH,0.5678225608476846,0.5018889679661003,0.0215725609252044,False,,,,,-1.0,False
2043,Consumer Cyclical,Auto & Truck Dealerships,LAD,DRVN,0.2554095062605945,0.2554095062605945,0.044628439469672,False,,,,,-1.0,False
2044,Consumer Cyclical,Auto & Truck Dealerships,KMX,RUSHA,0.2946668980673071,0.2946668980673071,0.0220186277196192,False,,,,,-1.0,False
2045,Consumer Cyclical,Auto & Truck Dealerships,KMX,VVV,0.3439033593215296,0.3416292404715887,0.0034219941133798,False,,,,,-1.0,False
2046,Consumer Cyclical,Auto & Truck Dealerships,KMX,GPI,0.3638153082906178,0.3572082090244795,0.0158653171275107,False,,,,,-1.0,False
2047,Consumer Cyclical,Auto & Truck Dealerships,KMX,ABG,0.3320419791538441,0.3320419791538441,0.0269986986344673,False,,,,,-1.0,False
2048,Consumer Cyclical,Auto & Truck Dealerships,KMX,CARG,0.0399772182081189,-0.0347338627119802,0.0260354670073696,False,,,,,-1.0,False
2049,Consumer Cyclical,Auto & Truck Dealerships,KMX,SAH,0.3799524220983736,0.3799524220983736,0.0149919478169624,False,,,,,-1.0,False
2050,Consumer Cyclical,Auto & Truck Dealerships,KMX,DRVN,0.041237315046415,0.041237315046415,0.0359041397859097,False,,,,,-1.0,False
2051,Consumer Cyclical,Auto & Truck Dealerships,RUSHA,VVV,0.4790976415134511,0.4790976415134511,0.0239635479837325,False,,,,,-1.0,False
2052,Consumer Cyclical,Auto & Truck Dealerships,RUSHA,GPI,0.5606954716206402,0.5134424578145984,0.0287384237641463,False,,,,,-1.0,False
2053,Consumer Cyclical,Auto & Truck Dealerships,RUSHA,ABG,0.6205277781327839,0.551791165716934,0.0267898800422328,False,,,,,-1.0,False
2054,Consumer Cyclical,Auto & Truck Dealerships,RUSHA,CARG,0.1139119283449146,0.0427269425774108,0.02270985889285,False,,,,,-1.0,False
2055,Consumer Cyclical,Auto & Truck Dealerships,RUSHA,SAH,0.5351462400867284,0.5036336215692105,0.0177545632437043,False,,,,,-1.0,False
2056,Consumer Cyclical,Auto & Truck Dealerships,RUSHA,DRVN,0.3263511249538876,0.3260023053425371,0.0108133003272897,False,,,,,-1.0,False
2057,Consumer Cyclical,Auto & Truck Dealerships,VVV,GPI,0.4402164229219,0.4402164229219,0.0193559281417486,False,,,,,-1.0,False
2058,Consumer Cyclical,Auto & Truck Dealerships,VVV,ABG,0.4927424197011003,0.4431144473200663,0.0276992936291466,False,,,,,-1.0,False
2059,Consumer Cyclical,Auto & Truck Dealerships,VVV,CARG,0.1748670211960351,0.1044245907733193,0.0249325370151061,False,,,,,-1.0,False
2060,Consumer Cyclical,Auto & Truck Dealerships,VVV,SAH,0.4588382471107303,0.4542519784921585,0.0128737344506155,False,,,,,-1.0,False
2061,Consumer Cyclical,Auto & Truck Dealerships,VVV,DRVN,0.3685802445784677,0.3640383795138113,0.0249949584119534,False,,,,,-1.0,False
2062,Consumer Cyclical,Auto & Truck Dealerships,GPI,CARG,0.215730550076072,0.1278833377556706,0.0323876112908788,False,,,,,-1.0,False
2063,Consumer Cyclical,Auto & Truck Dealerships,GPI,SAH,0.7265380667736099,0.6024005029307188,0.0459002004784153,False,,,,,-1.0,False
2064,Consumer Cyclical,Auto & Truck Dealerships,GPI,DRVN,0.2486389424850869,0.2411309340341644,0.0239084706872847,False,,,,,-1.0,False
2065,Consumer Cyclical,Auto & Truck Dealerships,ABG,CARG,0.351609703723783,0.2763108020746371,0.0306024452581132,False,,,,,-1.0,False
2066,Consumer Cyclical,Auto & Truck Dealerships,ABG,SAH,0.662747419801545,0.6027573159687145,0.0202989915440405,False,,,,,-1.0,False
2067,Consumer Cyclical,Auto & Truck Dealerships,ABG,DRVN,0.2622968107075906,0.2622968107075906,0.0154476426310752,False,,,,,-1.0,False
