rank,sector,group,ticker_a,ticker_b,latest_corr,min_corr,std_corr,passed_stage_a,pvalue_ab,pvalue_ba,cointegrated,hedge_ratio,n_crossings,passed_stage_b
1057,Technology,Software - Application (1),UBER,GRND,0.1988781430869452,0.1768410502414226,0.0228009186381529,False,,,,,-1.0,False
1058,Technology,Software - Application (1),GRAB,YOU,0.2047971937974015,0.1045559085422713,0.0414621645310551,False,,,,,-1.0,False
1059,Technology,Software - Application (1),GRAB,DUOL,0.1626872661268926,0.1211034086520524,0.038287096936414,False,,,,,-1.0,False
1060,Technology,Software - Application (1),GRAB,LYFT,0.4295011454333379,0.3662789465160683,0.0217865842179141,False,,,,,-1.0,False
1061,Technology,Software - Application (1),GRAB,LIF,0.4467708150468119,0.4467708150468119,0.0098241462786758,False,,,,,-1.0,False
1062,Technology,Software - Application (1),GRAB,GRND,0.2593888477889686,0.1364157327542054,0.0387110238389944,False,,,,,-1.0,False
1063,Technology,Software - Application (1),YOU,DUOL,0.2684106995088919,0.2260437755928491,0.023048559446437,False,,,,,-1.0,False
1064,Technology,Software - Application (1),YOU,LYFT,0.3485679295961077,0.248106973713797,0.0314657272057729,False,,,,,-1.0,False
1065,Technology,Software - Application (1),YOU,LIF,0.2934125205174318,0.1631175366103748,0.0410292567145036,False,,,,,-1.0,False
1066,Technology,Software - Application (1),YOU,GRND,0.2049305546455117,0.1761994510825183,0.0488911065843119,False,,,,,-1.0,False
1067,Technology,Software - Application (1),DUOL,LYFT,0.3055384440669136,0.3055384440669136,0.0332012784357074,False,,,,,-1.0,False
1068,Technology,Software - Application (1),DUOL,LIF,0.1460106782332084,0.1460106782332084,0.0437322042298901,False,,,,,-1.0,False
1069,Technology,Software - Application (1),DUOL,GRND,0.3551985977300178,0.325136537746245,0.0216817282808255,False,,,,,-1.0,False
1070,Technology,Software - Application (1),LYFT,LIF,0.514051349755837,0.4694574379202095,0.0226949733372915,False,,,,,-1.0,False
1071,Technology,Software - Application (1),LYFT,GRND,0.3892615339729021,0.3272666157688607,0.0214645399517197,False,,,,,-1.0,False
1072,Technology,Software - Application (1),LIF,GRND,0.3289538378548516,0.2501332915898926,0.0262292970465046,False,,,,,-1.0,False
1073,Technology,Software - Application (2),CRM,U,0.4907749480428651,0.4827088486083824,0.0354216640786101,False,,,,,-1.0,False
1074,Technology,Software - Application (2),CRM,PEGA,0.6116984743548463,0.6116984743548463,0.0329923769019602,False,,,,,-1.0,False
1075,Technology,Software - Application (2),CRM,KVYO,0.679479232593262,0.6455107583185538,0.0120833017628955,False,,,,,-1.0,False
1076,Technology,Software - Application (2),CRM,RNG,0.6802527050100157,0.6404219208149544,0.019913279884826,False,,,,,-1.0,False
1077,Technology,Software - Application (2),CRM,SOUN,0.3492894303146011,0.3492894303146011,0.0278393045814706,False,,,,,-1.0,False
1078,Technology,Software - Application (2),CRM,BRZE,0.7452506270225682,0.6204298932471294,0.0556852551845091,False,,,,,-1.0,False
1079,Technology,Software - Application (2),NOW,ADBE,0.6410311325237119,0.6410311325237119,0.0128662361219219,False,,,,,-1.0,False
1080,Technology,Software - Application (2),NOW,U,0.5427602625364865,0.5082999070907737,0.0220888357117657,False,,,,,-1.0,False
1081,Technology,Software - Application (2),NOW,HUBS,0.6297818281850259,0.6265102871403774,0.0120879124321385,False,,,,,-1.0,False
1082,Technology,Software - Application (2),NOW,PEGA,0.6005817831107388,0.6005817831107388,0.0308213914663478,False,,,,,-1.0,False
1083,Technology,Software - Application (2),NOW,KVYO,0.5740654577811771,0.5687516319120121,0.0046510938779338,False,,,,,-1.0,False
1084,Technology,Software - Application (2),NOW,RNG,0.4702008370837353,0.4637642078730805,0.0106549212022617,False,,,,,-1.0,False
1085,Technology,Software - Application (2),NOW,SOUN,0.3730552572387321,0.364685751234758,0.0201730324423281,False,,,,,-1.0,False
1086,Technology,Software - Application (2),NOW,FRSH,0.6433283611859117,0.6175170638670332,0.0081397523827828,False,,,,,-1.0,False
1087,Technology,Software - Application (2),NOW,BRZE,0.5600687782759729,0.47206042547324,0.0370981917552301,False,,,,,-1.0,False
1088,Technology,Software - Application (2),NOW,INTA,0.5948377925076654,0.5891282094411204,0.0125392133636302,False,,,,,-1.0,False
1089,Technology,Software - Application (2),NOW,CXM,0.6414137217492888,0.5888752855751017,0.0200447745872968,False,,,,,-1.0,False
1090,Technology,Software - Application (2),ADBE,U,0.3484089655986755,0.3484089655986755,0.0529630561319787,False,,,,,-1.0,False
1091,Technology,Software - Application (2),ADBE,HUBS,0.5922543963297208,0.5571191199120489,0.0174208204428767,False,,,,,-1.0,False
1092,Technology,Software - Application (2),ADBE,PEGA,0.478979533243849,0.478979533243849,0.0105173334682784,False,,,,,-1.0,False
1093,Technology,Software - Application (2),ADBE,KVYO,0.4905472385536648,0.4669913182483272,0.0147012201696552,False,,,,,-1.0,False
1094,Technology,Software - Application (2),ADBE,RNG,0.6273317163866173,0.5939323691374572,0.0125106192841139,False,,,,,-1.0,False
1095,Technology,Software - Application (2),ADBE,SOUN,0.1406251590719094,0.1406251590719094,0.0520533514369614,False,,,,,-1.0,False
1096,Technology,Software - Application (2),ADBE,FRSH,0.668447961290651,0.5891548193262931,0.026348764718309,False,,,,,-1.0,False
1097,Technology,Software - Application (2),ADBE,BRZE,0.5436931080833015,0.431776579914258,0.0426460699096303,False,,,,,-1.0,False
1098,Technology,Software - Application (2),ADBE,INTA,0.6470953101876048,0.5935497229773912,0.0204359076391598,False,,,,,-1.0,False
1099,Technology,Software - Application (2),ADBE,CXM,0.5889726443743287,0.5080564059829393,0.0324111522486566,False,,,,,-1.0,False
1100,Technology,Software - Application (2),U,HUBS,0.4477059920367335,0.4415997629569089,0.0280855557110899,False,,,,,-1.0,False
1101,Technology,Software - Application (2),U,PEGA,0.4531191950620667,0.4531191950620667,0.0457022766680774,False,,,,,-1.0,False
1102,Technology,Software - Application (2),U,KVYO,0.4413651044186143,0.3976082192950763,0.0243644412813775,False,,,,,-1.0,False
1103,Technology,Software - Application (2),U,RNG,0.5119455985478762,0.499075805462988,0.0318568589719385,False,,,,,-1.0,False
1104,Technology,Software - Application (2),U,SOUN,0.6244515121814643,0.5999869925868458,0.0177997480717032,False,,,,,-1.0,False
1105,Technology,Software - Application (2),U,FRSH,0.5113741614172589,0.4866092008562477,0.0247580384785038,False,,,,,-1.0,False
1106,Technology,Software - Application (2),U,BRZE,0.4261020878139897,0.4043994346620078,0.0091980124801906,False,,,,,-1.0,False
1107,Technology,Software - Application (2),U,INTA,0.4903959608140306,0.4736375651690686,0.0268486162099377,False,,,,,-1.0,False
1108,Technology,Software - Application (2),U,CXM,0.4965140264072977,0.4747725977336128,0.02358507195728,False,,,,,-1.0,False
1109,Technology,Software - Application (2),HUBS,PEGA,0.5724376869111086,0.5685149461601641,0.021955240876505,False,,,,,-1.0,False
1110,Technology,Software - Application (2),HUBS,KVYO,0.6290565094708066,0.6135189464393643,0.0051461971899706,False,,,,,-1.0,False
1111,Technology,Software - Application (2),HUBS,SOUN,0.3944789771878484,0.3944789771878484,0.0371632144043673,False,,,,,-1.0,False
1112,Technology,Software - Application (2),HUBS,FRSH,0.6667577042864383,0.6229627396846923,0.0135876884473276,False,,,,,-1.0,False
1113,Technology,Software - Application (2),HUBS,BRZE,0.5552427850327933,0.4055105841958062,0.054632092865527,False,,,,,-1.0,False
1114,Technology,Software - Application (2),HUBS,INTA,0.6202119088744941,0.5702029530222936,0.019336479259311,False,,,,,-1.0,False
1115,Technology,Software - Application (2),HUBS,CXM,0.6252400671409158,0.5428925312782833,0.026890170694802,False,,,,,-1.0,False
1116,Technology,Software - Application (2),PEGA,KVYO,0.4044740815432684,0.4044740815432684,0.012216704084193,False,,,,,-1.0,False
1117,Technology,Software - Application (2),PEGA,RNG,0.3893239508698176,0.3893239508698176,0.0196624085018346,False,,,,,-1.0,False
1118,Technology,Software - Application (2),PEGA,SOUN,0.1878746364360652,0.1878746364360652,0.0668326239565936,False,,,,,-1.0,False
1119,Technology,Software - Application (2),PEGA,FRSH,0.5601387049193507,0.5217570313853054,0.01849032007615,False,,,,,-1.0,False
1120,Technology,Software - Application (2),PEGA,BRZE,0.5236152382862544,0.3773928999433057,0.052932473984813,False,,,,,-1.0,False
1121,Technology,Software - Application (2),PEGA,INTA,0.5353267513577988,0.5353267513577988,0.0198279209029118,False,,,,,-1.0,False
1122,Technology,Software - Application (2),PEGA,CXM,0.5402484235822315,0.4853539733983169,0.0316910206654759,False,,,,,-1.0,False
1123,Technology,Software - Application (2),KVYO,RNG,0.5781748076992865,0.5705909028684826,0.0039421938048452,False,,,,,-1.0,False
1124,Technology,Software - Application (2),KVYO,SOUN,0.3969742583826933,0.3969742583826933,0.0083016954469095,False,,,,,-1.0,False
1125,Technology,Software - Application (2),KVYO,FRSH,0.6334825042741863,0.6110558416359275,0.0084782654968797,False,,,,,-1.0,False
1126,Technology,Software - Application (2),KVYO,BRZE,0.6598044162154736,0.5724272176960064,0.0301961356180368,False,,,,,-1.0,False
1127,Technology,Software - Application (2),KVYO,INTA,0.6137997523455773,0.5875003458766266,0.0113127703032525,False,,,,,-1.0,False
1128,Technology,Software - Application (2),KVYO,CXM,0.590709503684599,0.5126419080162357,0.0261481454131483,False,,,,,-1.0,False
1129,Technology,Software - Application (2),RNG,SOUN,0.3893123301763001,0.3893123301763001,0.0186125042949043,False,,,,,-1.0,False
1130,Technology,Software - Application (2),RNG,FRSH,0.6998285957344035,0.6071157146548408,0.031338434461047,False,,,,,-1.0,False
1131,Technology,Software - Application (2),RNG,BRZE,0.5443939052594604,0.4219916303220109,0.0382924315762478,False,,,,,-1.0,False
1132,Technology,Software - Application (2),RNG,INTA,0.6582926890813356,0.6057056634508281,0.0165038197932907,False,,,,,-1.0,False
1133,Technology,Software - Application (2),RNG,CXM,0.627991732324907,0.5974941069067287,0.0126067533007648,False,,,,,-1.0,False
1134,Technology,Software - Application (2),SOUN,FRSH,0.3634289757205086,0.3489703830906253,0.015334238174632,False,,,,,-1.0,False
1135,Technology,Software - Application (2),SOUN,BRZE,0.3361216451302304,0.2733705780717809,0.0241236984142727,False,,,,,-1.0,False
1136,Technology,Software - Application (2),SOUN,INTA,0.2959507580832827,0.2959507580832827,0.0178822571952019,False,,,,,-1.0,False
1137,Technology,Software - Application (2),SOUN,CXM,0.2055563472580054,0.2055563472580054,0.0321041053539823,False,,,,,-1.0,False
1138,Technology,Software - Application (2),FRSH,BRZE,0.5769108184927535,0.5090114717328137,0.0236479542894959,False,,,,,-1.0,False
1139,Technology,Software - Application (2),FRSH,INTA,0.6593224401613994,0.622973626225049,0.0121665129841377,False,,,,,-1.0,False
1140,Technology,Software - Application (2),FRSH,CXM,0.7050070120056124,0.6290449238829708,0.0266693538330767,False,,,,,-1.0,False
1141,Technology,Software - Application (2),BRZE,INTA,0.6598569325696745,0.5138694405001241,0.0573012845006012,False,,,,,-1.0,False
1142,Technology,Software - Application (2),BRZE,CXM,0.623579307322022,0.5032922380493223,0.0437191987515338,False,,,,,-1.0,False
1143,Technology,Software - Application (2),INTA,CXM,0.7362005012801659,0.6138011146881444,0.0452850945945661,False,,,,,-1.0,False
1144,Technology,Software - Application (3),SNOW,WDAY,0.4285954318695127,0.4197218772654325,0.0119613970319473,False,,,,,-1.0,False
1145,Technology,Software - Application (3),SNOW,TEAM,0.4625970708948236,0.4596202849403492,0.0232182073769865,False,,,,,-1.0,False
1146,Technology,Software - Application (3),SNOW,PTC,0.1842313624679089,0.1667072489364692,0.0277373201581618,False,,,,,-1.0,False
1147,Technology,Software - Application (3),SNOW,PCOR,0.4581188222316735,0.4492224355058287,0.0218905390855788,False,,,,,-1.0,False
1148,Technology,Software - Application (3),SNOW,MNDY,0.4797590124784493,0.4797590124784493,0.0176669736747291,False,,,,,-1.0,False
1149,Technology,Software - Application (3),SNOW,ASAN,0.4439409668403544,0.4339205843149247,0.0071815751845743,False,,,,,-1.0,False
1150,Technology,Software - Application (3),WDAY,PTC,0.3653919632627835,0.2517662006581433,0.0363159568887658,False,,,,,-1.0,False
1151,Technology,Software - Application (3),WDAY,PCOR,0.5585741831130026,0.49645633680128,0.0190601225381401,False,,,,,-1.0,False
1152,Technology,Software - Application (3),WDAY,MNDY,0.6430792728701143,0.6044844004090736,0.0230377518485504,False,,,,,-1.0,False
1153,Technology,Software - Application (3),WDAY,ASAN,0.6689937039654898,0.612177518019632,0.019247744870446,False,,,,,-1.0,False
1154,Technology,Software - Application (3),TEAM,PTC,0.2714111135940033,0.2362924477875027,0.0143597792364253,False,,,,,-1.0,False
1155,Technology,Software - Application (3),TEAM,PCOR,0.5677013177774287,0.5435136156897251,0.0093288138770578,False,,,,,-1.0,False
1156,Technology,Software - Application (3),PTC,PCOR,0.506903191947045,0.3983437872828307,0.0381284546497079,False,,,,,-1.0,False
1157,Technology,Software - Application (3),PTC,MNDY,0.3967974874732038,0.3965424072762561,0.01519422311079,False,,,,,-1.0,False
1158,Technology,Software - Application (3),PTC,ASAN,0.3453512685104106,0.2866136344150124,0.0176593739078118,False,,,,,-1.0,False
1159,Technology,Software - Application (3),PCOR,MNDY,0.6159769810517787,0.6159769810517787,0.0186399757753323,False,,,,,-1.0,False
1160,Technology,Software - Application (3),PCOR,ASAN,0.6156039356948667,0.6002968160347468,0.0115519238931287,False,,,,,-1.0,False
1161,Technology,Software - Application (4),INTU,VERX,0.5047255346210145,0.5047255346210145,0.0207658983946874,False,,,,,-1.0,False
1162,Technology,Software - Application (4),INTU,PLUS,-0.0017692821923257,-0.0246948827642625,0.0117102513811809,False,,,,,-1.0,False
1163,Technology,Software - Application (4),INTU,PDFS,-0.2759164828746128,-0.2759164828746128,0.0297390308234975,False,,,,,-1.0,False
1164,Technology,Software - Application (4),VERX,PLUS,0.2495607751064049,0.2164042513854443,0.0164497343585044,False,,,,,-1.0,False
1165,Technology,Software - Application (4),VERX,PDFS,-0.2117188580474115,-0.2117188580474115,0.0416194612948369,False,,,,,-1.0,False
1166,Technology,Software - Application (4),PLUS,PDFS,0.1916622460046141,0.1916622460046141,0.0305695209616665,False,,,,,-1.0,False
1167,Technology,Software - Application (5),ROP,SSNC,0.4733856031892783,0.4733856031892783,0.0200091234395848,False,,,,,-1.0,False
1168,Technology,Software - Application (5),ROP,TYL,0.4755774568251466,0.471672413971984,0.0188806874174035,False,,,,,-1.0,False
1169,Technology,Software - Application (5),ROP,DOCU,0.5570174219796756,0.4952294601461972,0.0300707232733202,False,,,,,-1.0,False
1170,Technology,Software - Application (5),ROP,MANH,0.5958021873114089,0.5198011862562506,0.0315328764799091,False,,,,,-1.0,False
1171,Technology,Software - Application (5),ROP,CWAN,0.1273653957757087,0.109197911484898,0.0748821710245521,False,,,,,-1.0,False
1172,Technology,Software - Application (5),ROP,APPF,0.5979383996838745,0.519128917544415,0.0296346426938133,False,,,,,-1.0,False
1173,Technology,Software - Application (5),ROP,BTDR,0.0776088236071475,0.0087404813609016,0.0410653465457527,False,,,,,-1.0,False
1174,Technology,Software - Application (5),ROP,WK,0.5972774173176408,0.5536240378912382,0.0149453034275863,False,,,,,-1.0,False
1175,Technology,Software - Application (5),ROP,AGYS,0.3545096779106673,0.3010017788708405,0.0219393989088938,False,,,,,-1.0,False
1176,Technology,Software - Application (5),ROP,DBD,0.0515923099389376,-0.0465178086585315,0.0358551608333025,False,,,,,-1.0,False
1177,Technology,Software - Application (5),ROP,EVCM,0.0671157796001868,0.0671157796001868,0.0143382010757404,False,,,,,-1.0,False
1178,Technology,Software - Application (5),SSNC,TYL,0.4537804106661834,0.4537804106661834,0.0076770709755654,False,,,,,-1.0,False
1179,Technology,Software - Application (5),SSNC,DOCU,0.2924251411557773,0.2924251411557773,0.0509927235145734,False,,,,,-1.0,False
1180,Technology,Software - Application (5),SSNC,MANH,0.4034832128162156,0.4034832128162156,0.0249084371391179,False,,,,,-1.0,False
1181,Technology,Software - Application (5),SSNC,CWAN,0.0603455304594698,-0.0014390307924345,0.0508853072996872,False,,,,,-1.0,False
1182,Technology,Software - Application (5),SSNC,APPF,0.3821264155366569,0.3821264155366569,0.021538732107242,False,,,,,-1.0,False
1183,Technology,Software - Application (5),SSNC,BTDR,0.2040520811674801,0.1499236165558232,0.0311611081741156,False,,,,,-1.0,False
1184,Technology,Software - Application (5),SSNC,WK,0.4195384863161027,0.3741801645877047,0.023081580853113,False,,,,,-1.0,False
1185,Technology,Software - Application (5),SSNC,AGYS,0.4479771772083551,0.43933585778559,0.0130973236257127,False,,,,,-1.0,False
1186,Technology,Software - Application (5),SSNC,DBD,-0.0379192906252967,-0.0379192906252967,0.0211597407257142,False,,,,,-1.0,False
1187,Technology,Software - Application (5),SSNC,EVCM,0.1624650680522959,0.1624650680522959,0.0204584258542515,False,,,,,-1.0,False
1188,Technology,Software - Application (5),TYL,DOCU,0.5492465131518534,0.5235237215931824,0.0168339305815569,False,,,,,-1.0,False
1189,Technology,Software - Application (5),TYL,MANH,0.4418949297375894,0.4416398129663891,0.0134064591821365,False,,,,,-1.0,False
1190,Technology,Software - Application (5),TYL,CWAN,-0.046513356310121,-0.1019562865923804,0.0551081939984779,False,,,,,-1.0,False
1191,Technology,Software - Application (5),TYL,APPF,0.5576549456477681,0.5055973816464244,0.0400863410642017,False,,,,,-1.0,False
1192,Technology,Software - Application (5),TYL,BTDR,-0.1423210689817135,-0.223651763290202,0.0547660140647755,False,,,,,-1.0,False
1193,Technology,Software - Application (5),TYL,WK,0.5464454824580762,0.4652086880662855,0.0306008466745218,False,,,,,-1.0,False
1194,Technology,Software - Application (5),TYL,AGYS,0.4959508176539108,0.421848842214915,0.025000739946627,False,,,,,-1.0,False
1195,Technology,Software - Application (5),TYL,DBD,0.1476495464532971,0.1046331173948159,0.02114186554922,False,,,,,-1.0,False
1196,Technology,Software - Application (5),TYL,EVCM,0.0292291112173536,0.0286527462201247,0.0219787274117902,False,,,,,-1.0,False
1197,Technology,Software - Application (5),DOCU,MANH,0.5610170736871208,0.5317004896069104,0.0178674709461899,False,,,,,-1.0,False
1198,Technology,Software - Application (5),DOCU,CWAN,-0.119303639491978,-0.119303639491978,0.0657239605723584,False,,,,,-1.0,False
1199,Technology,Software - Application (5),DOCU,APPF,0.6305751837003719,0.5823290149321593,0.0189344908606758,False,,,,,-1.0,False
1200,Technology,Software - Application (5),DOCU,BTDR,0.0684952455525242,0.0210663107479795,0.0294732529300605,False,,,,,-1.0,False
1201,Technology,Software - Application (5),DOCU,WK,0.6880424020815544,0.5953123797845694,0.0421896457928366,False,,,,,-1.0,False
1202,Technology,Software - Application (5),DOCU,AGYS,0.4781604497682756,0.456113653672612,0.018417181261937,False,,,,,-1.0,False
1203,Technology,Software - Application (5),DOCU,DBD,0.1935182078231616,0.166560860541798,0.0095019653794545,False,,,,,-1.0,False
1204,Technology,Software - Application (5),DOCU,EVCM,0.1561286936037882,0.1437710959749795,0.0089558973876686,False,,,,,-1.0,False
1205,Technology,Software - Application (5),MANH,CWAN,0.0735829017651621,0.0493025108352172,0.0485250229838627,False,,,,,-1.0,False
1206,Technology,Software - Application (5),MANH,APPF,0.4801799912815774,0.4719108959112139,0.0404546675515464,False,,,,,-1.0,False
1207,Technology,Software - Application (5),MANH,BTDR,0.0826884588727928,-0.0201242662456577,0.0340121168804226,False,,,,,-1.0,False
1208,Technology,Software - Application (5),MANH,WK,0.6115860470932883,0.5282473884452488,0.028823883361337,False,,,,,-1.0,False
1209,Technology,Software - Application (5),MANH,AGYS,0.3995776268405888,0.3551991256844222,0.0377449871633128,False,,,,,-1.0,False
1210,Technology,Software - Application (5),MANH,DBD,0.0903352266706272,0.0678968847261393,0.0164024716625459,False,,,,,-1.0,False
1211,Technology,Software - Application (5),MANH,EVCM,0.165775575222822,0.1462100326602367,0.013098772275381,False,,,,,-1.0,False
1212,Technology,Software - Application (5),CWAN,APPF,-0.0308109651941371,-0.0308109651941371,0.1092095441474993,False,,,,,-1.0,False
1213,Technology,Software - Application (5),CWAN,BTDR,0.0661472844801589,0.0661472844801589,0.0664076811715195,False,,,,,-1.0,False
1214,Technology,Software - Application (5),CWAN,WK,-0.1143344998932402,-0.1143344998932402,0.0965711149918556,False,,,,,-1.0,False
1215,Technology,Software - Application (5),CWAN,AGYS,0.0986839330259144,0.0986839330259144,0.0166939343538422,False,,,,,-1.0,False
1216,Technology,Software - Application (5),CWAN,DBD,-0.1038013146290227,-0.1638839319375231,0.0438171666632342,False,,,,,-1.0,False
1217,Technology,Software - Application (5),CWAN,EVCM,-0.037117678138222,-0.0478091480715687,0.0242027661602854,False,,,,,-1.0,False
1218,Technology,Software - Application (5),APPF,BTDR,-0.0997872783885846,-0.1935883191837482,0.081587372696041,False,,,,,-1.0,False
1219,Technology,Software - Application (5),APPF,WK,0.5849094948174242,0.5344647735799235,0.01491781824491,False,,,,,-1.0,False
1220,Technology,Software - Application (5),APPF,AGYS,0.4822050300673508,0.4605547565658252,0.0535750213270525,False,,,,,-1.0,False
1221,Technology,Software - Application (5),APPF,DBD,0.1867717609082997,0.0942241706301292,0.0315068262655394,False,,,,,-1.0,False
1222,Technology,Software - Application (5),APPF,EVCM,0.0854318481422316,0.0734112688428007,0.0194768117023547,False,,,,,-1.0,False
1223,Technology,Software - Application (5),BTDR,WK,-0.0976369989461743,-0.226025799896222,0.0465158968162805,False,,,,,-1.0,False
1224,Technology,Software - Application (5),BTDR,AGYS,0.0214491122390984,-0.0098163452453512,0.0153606487230789,False,,,,,-1.0,False
1225,Technology,Software - Application (5),BTDR,DBD,-0.0055713582608835,-0.0837675109839797,0.0437260153574904,False,,,,,-1.0,False
1226,Technology,Software - Application (5),BTDR,EVCM,0.2483134671081541,0.1851738898575692,0.0230776691589975,False,,,,,-1.0,False
1227,Technology,Software - Application (5),WK,AGYS,0.5141829167749525,0.4442466150151846,0.0232117193595398,False,,,,,-1.0,False
1228,Technology,Software - Application (5),WK,DBD,0.0980022026673812,0.0030459188576942,0.0330881770872386,False,,,,,-1.0,False
1229,Technology,Software - Application (5),WK,EVCM,0.1419030881971609,0.1159867319683187,0.008436650057729,False,,,,,-1.0,False
1230,Technology,Software - Application (5),AGYS,DBD,0.150146132625791,0.13400380966375,0.0165218975682996,False,,,,,-1.0,False
1231,Technology,Software - Application (5),AGYS,EVCM,0.0931104070506796,0.0885200728890008,0.0133329873798337,False,,,,,-1.0,False
1232,Technology,Software - Application (5),DBD,EVCM,-0.0701925338816437,-0.0799439709018521,0.0066250139948895,False,,,,,-1.0,False
1233,Technology,Software - Application (7),ADP,PAYC,0.729214674418474,0.6428941997244679,0.0322510287928865,False,,,,,-1.0,False
1234,Technology,Software - Application (7),ADP,BILL,0.5546086490907062,0.4802791295753671,0.0233102700059776,False,,,,,-1.0,False
1235,Technology,Software - Application (7),ADP,NATL,0.2493379579148704,0.150935372107325,0.0496729172136223,False,,,,,-1.0,False
1236,Technology,Software - Application (7),ADP,QTWO,0.5826803587974366,0.5826803587974366,0.0134062431427105,False,,,,,-1.0,False
1237,Technology,Software - Application (7),ADP,DAVE,-0.1176474980847733,-0.1467990725676582,0.0411701223511278,False,,,,,-1.0,False
1238,Technology,Software - Application (7),ADP,ALKT,0.2852140739759106,0.2005688424047961,0.0289407759358776,False,,,,,-1.0,False
1239,Technology,Software - Application (7),ADP,BL,0.4853417239898778,0.4299604850195236,0.0209229883012374,False,,,,,-1.0,False
1240,Technology,Software - Application (7),ADP,NCNO,0.376332403682127,0.3034351523047734,0.0217411734660202,False,,,,,-1.0,False
1241,Technology,Software - Application (7),ADP,BLKB,0.6054315914725021,0.5773668261963388,0.0108338807922781,False,,,,,-1.0,False
1242,Technology,Software - Application (7),PAYX,BILL,0.6335867162901418,0.5393689839372593,0.0298199691517654,False,,,,,-1.0,False
1243,Technology,Software - Application (7),PAYX,NATL,0.2017669635939881,0.1177915769531756,0.0383897787790404,False,,,,,-1.0,False
1244,Technology,Software - Application (7),PAYX,QTWO,0.5757236797951862,0.5578631720425526,0.0197655829223016,False,,,,,-1.0,False
1245,Technology,Software - Application (7),PAYX,DAVE,0.0369949346221695,-0.0035272679227022,0.0139520653493753,False,,,,,-1.0,False
1246,Technology,Software - Application (7),PAYX,ALKT,0.3303744138332594,0.3133647503521062,0.0181300178441363,False,,,,,-1.0,False
1247,Technology,Software - Application (7),PAYX,BL,0.5331117510582529,0.466820339785894,0.0238607533619632,False,,,,,-1.0,False
1248,Technology,Software - Application (7),PAYX,NCNO,0.3406994543571284,0.2230519265345694,0.0424203816440334,False,,,,,-1.0,False
1249,Technology,Software - Application (7),PAYX,BLKB,0.63591388091702,0.5421706454519153,0.0371056558451101,False,,,,,-1.0,False
1250,Technology,Software - Application (7),PAYC,NATL,0.2353486428162803,0.1457902118368926,0.0434829112468375,False,,,,,-1.0,False
1251,Technology,Software - Application (7),PAYC,QTWO,0.6668781103229862,0.6170512809880787,0.020160896903965,False,,,,,-1.0,False
1252,Technology,Software - Application (7),PAYC,DAVE,0.1576929450704801,0.1219092425176489,0.0189028396665864,False,,,,,-1.0,False
1253,Technology,Software - Application (7),PAYC,ALKT,0.4842248554112061,0.4646844998146614,0.0289730610290311,False,,,,,-1.0,False
1254,Technology,Software - Application (7),PAYC,BL,0.5526103900554246,0.5305696907065967,0.0130605080591994,False,,,,,-1.0,False
1255,Technology,Software - Application (7),PAYC,NCNO,0.3189231531089585,0.1957849100305116,0.0374012354108398,False,,,,,-1.0,False
1256,Technology,Software - Application (7),PAYC,BLKB,0.6305647641107627,0.5751769572669289,0.0191697058230333,False,,,,,-1.0,False
1257,Technology,Software - Application (7),PCTY,BILL,0.7032535982223834,0.6384499892605431,0.021818815552507,False,,,,,-1.0,False
1258,Technology,Software - Application (7),PCTY,NATL,0.1788853659758897,0.1072371572246056,0.0329019807041859,False,,,,,-1.0,False
1259,Technology,Software - Application (7),PCTY,DAVE,0.1120238469266186,0.0620048016340486,0.0299067698944927,False,,,,,-1.0,False
1260,Technology,Software - Application (7),PCTY,ALKT,0.4778980921516007,0.4553784461915093,0.0288315905875287,False,,,,,-1.0,False
1261,Technology,Software - Application (7),PCTY,BL,0.6753641211846885,0.6202291870647347,0.0197022891940961,False,,,,,-1.0,False
1262,Technology,Software - Application (7),PCTY,NCNO,0.406353018384976,0.3182550717177338,0.0288347376440915,False,,,,,-1.0,False
1263,Technology,Software - Application (7),BILL,NATL,0.1844540296154347,0.1667545491955429,0.0225820089971163,False,,,,,-1.0,False
1264,Technology,Software - Application (7),BILL,QTWO,0.6802649134352903,0.5967453004685842,0.0283852315746441,False,,,,,-1.0,False
1265,Technology,Software - Application (7),BILL,DAVE,0.3561148628590059,0.3421239614586316,0.0312880539683541,False,,,,,-1.0,False
1266,Technology,Software - Application (7),BILL,ALKT,0.5814982988169949,0.459180669158552,0.0385560514695739,False,,,,,-1.0,False
1267,Technology,Software - Application (7),BILL,BL,0.5271150688665805,0.458165959593047,0.0225459757542366,False,,,,,-1.0,False
1268,Technology,Software - Application (7),BILL,NCNO,0.4441913214300285,0.4105070382525052,0.0139675250935265,False,,,,,-1.0,False
1269,Technology,Software - Application (7),BILL,BLKB,0.6372524974987334,0.5579152611586587,0.0286184812212173,False,,,,,-1.0,False
1270,Technology,Software - Application (7),NATL,QTWO,0.2982667284074726,0.1762596193487313,0.0465008611951449,False,,,,,-1.0,False
1271,Technology,Software - Application (7),NATL,DAVE,0.0991318562333719,0.0740821739099465,0.0122539828615284,False,,,,,-1.0,False
1272,Technology,Software - Application (7),NATL,ALKT,0.2124418673135091,0.2052994871803787,0.0251593981049523,False,,,,,-1.0,False
1273,Technology,Software - Application (7),NATL,BL,0.1113702574940403,0.009307530825859,0.0402111104606333,False,,,,,-1.0,False
1274,Technology,Software - Application (7),NATL,NCNO,0.0246892087686001,0.0246892087686001,0.0387878382555998,False,,,,,-1.0,False
